user_id,total_orders,total_items,total_revenue,avg_basket_size,reorder_rate,first_order_date,last_order_date,recency_days,frequency,monetary
2541,12,60,4626.14,5.0,0.25,2023-09-20,2024-04-07,197,12,4626.14
2550,41,147,14202.08,3.59,0.54421768707483,2023-03-30,2024-03-22,213,41,14202.08
2564,8,27,1806.15,3.38,0.1111111111111111,2023-03-21,2023-07-15,464,8,1806.15
2571,8,105,9128.99,13.12,0.3333333333333333,2023-08-17,2023-12-25,301,8,9128.99
2572,6,123,8065.6900000000005,20.5,0.3089430894308943,2023-08-29,2023-12-02,324,6,8065.69
2573,3,39,3031.37,13.0,0.02564102564102564,2023-01-29,2023-03-08,593,3,3031.37
2589,3,67,5595.1,22.33,0.22388059701492538,2023-06-13,2023-07-28,451,3,5595.1
2592,28,460,34694.05,16.43,0.6108695652173913,2023-01-30,2023-12-29,297,28,34694.05
2614,17,163,11404.56,9.59,0.44785276073619634,2023-08-26,2024-03-17,218,17,11404.56
2617,8,37,2820.92,4.62,0.4594594594594595,2023-08-01,2024-02-24,240,8,2820.92
2628,21,374,33003.31,17.81,0.3502673796791444,2023-06-11,2024-01-10,285,21,33003.31
2634,12,94,6328.74,7.83,0.7659574468085106,2023-06-30,2023-11-20,336,12,6328.74
2673,3,40,2899.46,13.33,0.15,2023-06-26,2023-07-28,451,3,2899.46
2676,51,439,32631.36,8.61,0.7722095671981777,2023-01-28,2024-01-27,268,51,32631.36
2689,35,377,35172.590000000004,10.77,0.6153846153846154,2023-09-12,2024-05-27,147,35,35172.59
2695,5,33,2050.59,6.6,0.3333333333333333,2023-09-16,2023-11-30,326,5,2050.59
2710,6,50,3546.33,8.33,0.14,2023-08-28,2023-12-26,300,6,3546.33
2714,4,29,2489.06,7.25,0.20689655172413793,2023-10-03,2023-10-27,360,4,2489.06
2719,8,66,5268.4,8.25,0.18181818181818182,2023-09-21,2024-02-16,248,8,5268.4
2725,3,11,1265.03,3.67,0.09090909090909091,2023-01-18,2023-01-31,629,3,1265.03
2742,4,8,617.52,2.0,0.125,2023-02-18,2023-05-08,532,4,617.52
2768,10,267,21727.28,26.7,0.5917602996254682,2023-05-25,2023-09-26,391,10,21727.28
2779,30,419,29514.85,13.97,0.6730310262529833,2023-04-26,2024-03-02,233,30,29514.85
2783,3,11,886.37,3.67,0.2727272727272727,2023-01-04,2023-03-05,596,3,886.37
2816,16,87,6265.88,5.44,0.25287356321839083,2023-05-31,2023-12-09,317,16,6265.88
2819,7,97,8479.85,13.86,0.3917525773195876,2023-07-23,2023-09-19,398,7,8479.85
2842,4,36,2562.19,9.0,0.2222222222222222,2023-09-14,2023-10-26,361,4,2562.19
2847,37,418,24373.02,11.3,0.7248803827751196,2023-02-04,2023-10-15,372,37,24373.02
2853,4,35,2122.14,8.75,0.02857142857142857,2023-08-10,2023-09-19,398,4,2122.14
2863,14,116,8491.6,8.29,0.4396551724137931,2023-05-29,2023-12-31,295,14,8491.6
2864,5,34,2810.01,6.8,0.35294117647058826,2023-04-24,2023-08-05,443,5,2810.01
2866,37,179,12681.96,4.84,0.8156424581005587,2023-10-18,2024-09-11,40,37,12681.96
2869,6,65,4921.95,10.83,0.23076923076923078,2023-08-03,2023-10-15,372,6,4921.95
2894,8,103,6535.31,12.88,0.3300970873786408,2023-01-23,2023-06-19,490,8,6535.31
2905,10,25,2735.1,2.5,0.52,2023-07-06,2023-12-04,322,10,2735.1
2910,18,129,11031.12,7.17,0.4883720930232558,2023-06-08,2024-04-20,184,18,11031.12
2914,32,354,24364.96,11.06,0.6186440677966102,2023-01-27,2024-01-09,286,32,24364.96
